reg_san,marca,den_gen,titular,principio,indicacion,busqueda
166m2013 ssa,kadcyla,trastuzumab emtansina,"productos roche, s. a. de c. v. - 301",l01xc14 trastuzumab etamsina,"cáncer de mama metastásico (cmm):- como agente individual, está indicado para el tratamiento de pacientes con cáncer de mama her2 positivo, no resecable, localmente avanzado o cáncer de mama metastásico, que han recibido tratamiento previo con trastuzumab y un taxano.cáncer de mama en etapa temprana (cmt):- como agente único, está indicado para el tratamiento adyuvante de pacientes adultos con cáncer de mama her2-positivo en etapa temprana que presentan enfermedad residual invasiva en mama y/o ganglios linfáticos después de un tratamiento sistémico neoadyuvante basado en taxano y terapia dirigid",kadcyla
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
284m2008 ssa,mircera,metoxi polietilen glicol-eritropoyetina beta,,b03xa01  eritropoyetina.,tratamiento de la anemia asociada con enfermedad renal crónica incluyendo aquellos pacientes que se encuentran en diálisi,mircera
340m2001 ssa,pegasys,peginterféron alfa-2,"productos roche, s.a. de c.v.",l03ab11   peginterferon alfa-2a,"tratamiento de la hepatitis b crónica con antígeno de superficie de hepatitis b (hbeag) positivo o negativo, en pacientes con y sin cirrosis y en pacientes cirróticos con hepatopatía compensada e indicios de replicación vírica e inflamación hepática; está indicado en combinación con otros medicamentos o solo, para el tratamiento de la hepatitis c crónica (hcc) en pacientes con hepalopatía compensada. esto incluye a los pacientes con o sin cirrosis hepática, sin tratamiento previo, pacientes que han fallado al tratamiento y pacientes coinfectados con vih clínica",pegasys
340m2001 ssa,pegasys,peginterféron alfa-2,"productos roche, s.a. de c.v.",l03ab11   peginterferon alfa-2a,"tratamiento de la hepatitis b crónica con antígeno de superficie de hepatitis b (hbeag) positivo o negativo, en pacientes con y sin cirrosis y en pacientes cirróticos con hepatopatía compensada e indicios de replicación vírica e inflamación hepática; está indicado en combinación con otros medicamentos o solo, para el tratamiento de la hepatitis c crónica (hcc) en pacientes con hepalopatía compensada. esto incluye a los pacientes con o sin cirrosis hepática, sin tratamiento previo, pacientes que han fallado al tratamiento y pacientes coinfectados con vih clínica",pegasys
220m2012 ssa,perjeta,pertuzumab,,l01xc99  otros principios activos. anticuerpos monoclonales,"cáncer de mama metastásico:perjeta está indicado en combinación con herceptin y docetaxel para pacientes con cáncer de mama her2 positivo, metastásico o localmente recurrente, no resecable, que no han recibido tratamiento previo o cuya enfermedad ha presentado recaída después de terapia adyuvante.cáncer de mama temprano:tratamiento neo-adyuvante de cáncer de mamaperjeta está indicado en combinación con herceptin y docetaxel para el tratamiento neo-adyuvante de pacientes con cáncer de mama her2 positivo, localmente avanzado, inflamatorio o en etapa temprana (>2 cm de diámetro) como parte de un régimen de tratamiento que contenga fluorouracilo, epirubicina y ciclofosfamida (fec), o un régimen que contenga carboplatino.tratamiento adyuvante de cáncer de mamaperjeta está indicado en combinación con herceptin y quimioterapia para el tratamiento adyuvante en pacientes con cáncer de mama temprano her2 positivo con alto ri",perjeta
220m2012 ssa,perjeta,pertuzumab,,l01xc99  otros principios activos. anticuerpos monoclonales,"cáncer de mama metastásico:perjeta está indicado en combinación con herceptin y docetaxel para pacientes con cáncer de mama her2 positivo, metastásico o localmente recurrente, no resecable, que no han recibido tratamiento previo o cuya enfermedad ha presentado recaída después de terapia adyuvante.cáncer de mama temprano:tratamiento neo-adyuvante de cáncer de mamaperjeta está indicado en combinación con herceptin y docetaxel para el tratamiento neo-adyuvante de pacientes con cáncer de mama her2 positivo, localmente avanzado, inflamatorio o en etapa temprana (>2 cm de diámetro) como parte de un régimen de tratamiento que contenga fluorouracilo, epirubicina y ciclofosfamida (fec), o un régimen que contenga carboplatino.tratamiento adyuvante de cáncer de mamaperjeta está indicado en combinación con herceptin y quimioterapia para el tratamiento adyuvante en pacientes con cáncer de mama temprano her2 positivo con alto ri",perjeta
252m2019 ssa,xovluza,baloxavir marboxil,,,- indicado para el tratamiento de la influenza aguda no complicada en pacientes sin comorbilidades de 12 años o mayores que han presentado síntomas por no más de 48 horas.- indicado para el tratamiento de la influenza aguda no complicada en pacientes de 12 años o mayores que han presentado síntomas por no más de 48 horas y quienes tienen un alto riesgo de desarrollar complicaciones relacionadas con la influenza.- indicado para la profilaxis posterior a la exposición de la influenza en personas de 12 años de edad o mayores después del contacto cercano con una persona que tiene i,xovluza
252m2019 ssa,xovluza,baloxavir marboxil,,,- indicado para el tratamiento de la influenza aguda no complicada en pacientes sin comorbilidades de 12 años o mayores que han presentado síntomas por no más de 48 horas.- indicado para el tratamiento de la influenza aguda no complicada en pacientes de 12 años o mayores que han presentado síntomas por no más de 48 horas y quienes tienen un alto riesgo de desarrollar complicaciones relacionadas con la influenza.- indicado para la profilaxis posterior a la exposición de la influenza en personas de 12 años de edad o mayores después del contacto cercano con una persona que tiene i,xovluza
213300el870164,polivy,polatuzumab vedotina,,,"indicado en combinación con bedamustina y rituximab para el tratamiento de pacientes adultos con linfoma difuso de células b grandes (dbcl), refractario/recesivo, quienes no son candidatos a trasplante de células madre hematopoyéti",polivy
213300el870247,enspryng,satralizumab,,,indicado en monoterapia o en combinación con tratamiento inmunosupresor para el tratamiento del trastorno del espectro de la neuromielitis óptica (tenmo) en pacientes adultos y adolescentes mayores de 12 años con anticuerpos positivos igg frente a la acuaporina,enspryng
097m2012 ssa,jevtana,cabazitaxel,sanofi-aventis de méxico s.a. de c.v,l01cd99  otros principios activos. taxanos.,para el tratamiento de cáncer metastásico de prósta,jevtana
130m2003 ssa,emend,aprepitant,,a04ad12  aprepitan.,indicado en combinación con otros fármacos antieméticos para la prevención de la náusea y vómitos agudos y tardíos asociados con los ciclos inicial y siguientes de quimioterapia alta o moderadamente emet,emend
140m2010 ssa,emend iv,fosaprepitant,"merck sharp & dohme comercializadora, s. de r.l. de c.v.",a04ad12  aprepitan.,"indicado en combinación con otros fármacos antieméticos, para la prevención de la náusea y el vómito agudos y tardíos asociados con los ciclos iniciales y siguientes de quimioterapia anticancerosa altamente emetogénica y quimioterapia anticancerosa moderadamente emet",emend
308m2007 ssa,isentress,raltegravir,merck sharp & dohme b.v.,j05ax01    otros antivirales.,indicado en combinación de otros antirretrovirales para el tratamiento de la infección por el virus de la inmunodeficiencia humana (vih-1,isentress
308m2007 ssa,isentress,raltegravir,merck sharp & dohme b.v.,j05ax01    otros antivirales.,indicado en combinación de otros antirretrovirales para el tratamiento de la infección por el virus de la inmunodeficiencia humana (vih-1,isentress
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
134m2007 ssa,janumet,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
134m2007 ssa,janumet,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
134m2007 ssa,janumet,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
134m2007 ssa,janumet,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
134m2007 ssa,janumet,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet xr
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet xr
157m2014 ssa,janumet xr,sitagliptina / metformina,,a10bd07   metformina y sitagliptina,para el tratamiento de la diabetes mellitus tipo 2.,janumet xr
238m2006 ssa,januvia,sitagliptina,,a10bh01  sitagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,januvia
238m2006 ssa,januvia,sitagliptina,,a10bh01  sitagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,januvia
238m2006 ssa,januvia,sitagliptina,,a10bh01  sitagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,januvia
238m2006 ssa,januvia,sitagliptina,,a10bh01  sitagliptina.,para el tratamiento de la diabetes mellitus tipo 2.,januvia
277m2016 ssa,keytruda,pembrolizumab,,l01xc99  otros principios activos. anticuerpos monoclonales,"melanoma:keytruda (pembrolizumab) está indicado para el tratamiento de pacientes con melanoma no resecable o metastásico.keytruda como monoterapia, está indicado para el tratamiento adyuvante de adultos con melanoma en estadio iii y compromiso de los ganglios linfáticos que se han sometido a una resección completa.keytruda está indicado para el tratamiento de pacientes adultos y pediátricos (de 12 años y mayores) con melanoma estadio iib o iic que se hayan sometido a resección completa.cáncer de pulmón de células no pequeñas:keytruda, en combinación con quimioterapia con pemetrexed y platino, está indicado para la primera línea de tratamiento de pacientes con cáncer de pulmón de células no pequeñas (nsclc, por las siglas en inglés para non-small cell lung carcinoma) no escamoso, metastásico, sin aberraciones tumorales genómicas egfr o alk.keytruda, en combinación con carboplatino y paclitaxel, o nab-paclitaxel, está indicado para el tratamiento de primera línea de pacientes con nsclcruda, como monoterapia, está indicado para la primera línea de tratamiento de pacientes con nsclc localmente avanzado o metastásico cuyos tumores expresen pd-l1 con puntuación de proporción de expresión tumoral (tps, por las siglas en inglés para tumor proportion score) ≥1% determinado por una prueba validada, sin aberraciones genómicas tumorales egfr y alk donde los pacientes no son candidatos para resección quirúrgica o quimiorradiación definitiva.keytruda, como monoterapia, está indicado para el tratamiento de pacientes con nsclc avanzado, cuyos tumores expresen pd-l1 con un tps ≥1%, determinado por una prueba validada y que han recibido quimioterapia que contenga platino. los pacientes con aberraciones genómicas tumorales egfr o alk deben haber recibido terapia previa para estas aberraciones antes de recibir keytruda.cáncer de cabeza y cuello:keytruda en combinación con platino y fluorouracilo (fu), está indicado para el tratamiento de primera línea de pacientes con cáncer de célula cuello (hnscc, por las siglas en inglés para head and neck squamous cell carcinoma), metastásico o recurrente no resecable.keytruda, como agente único está indicado para el tratamiento de primera línea de pacientes con hnscc metastásico o recurrente no resecable, cuyos tumores expresan pd-l1 [puntuación positiva combinada (cps, por las siglas en inglés para combined positive score) ≥1], determinado por una prueba validada.linfoma de hodgkin clásico:keytruda está indicado para el tratamiento de pacientes adultos y pediátricos con linfoma de hodgkin clásico (chl, por las siglas en inglés para classical hodgkin lymphoma) en recaída o refractario.carcinoma urotelial:keytruda está indicado para el tratamiento de pacientes con carcinoma urotelial localmente avanzado o metastásico, que han recibido quimioterapia que contiene platino.keytruda está indicado para el tratamiento de pacientes con carcinoma urotelial localmente avanzado o metastásico, que no son elegibles para tratamiento con quimioteisplatino y cuyos tumores expresan pd-l1 [puntuación positiva combinada (cps) ≥10], determinado por una prueba validada, o en pacientes que no son elegibles para ninguna quimioterapia que contiene platino, independientemente de su estado de pd-l1.cáncer esofágico:keytruda, en combinación con quimioterapia basada en platino y fluoropirimidina, está indicado para la primera línea de tratamiento de pacientes con carcinoma de esófago o de la unión gastroesofágica her2 negativo, localmente avanzado no resecable o metastásico.keytruda, como monoterapia, está indicado para el tratamiento de pacientes con carcinoma de células escamosas del esófago recurrente, localmente avanzado o metastásico cuyos tumores expresen pd-l1 [puntuación positiva combinada (cps) ≥10], determinado por una prueba validada, con progresión de la enfermedad después de una línea previa de tratamiento sistémico.cáncer gástricokeytruda, en combinación con trastuzumab, quimioterapia que contiene fluoropirimidina y platinoatamiento de primera línea de pacientes con adenocarcinoma gástrico o de la unión gastroesofágica (gej, por las siglas en inglés para gastroesophageal junction), positivo para her-2 localmente avanzado no resecable o metastásico.cáncer con inestabilidad microsatelital alta:keytruda está indicado para el tratamiento de pacientes con cáncer con inestabilidad microsatelital alta (msi-h, por las siglas en inglés para microsatellite instability-high), incluyendo cáncer por deficiencia en la reparación de errores de emparejamiento (dmmr, por las siglas en inglés para mismatch repair deficient) que han recibido tratamiento previo.cáncer colorrectal:keytruda está indicado para la primera línea de tratamiento de pacientes con cáncer colorrectal (crc, por las siglas en inglés para colorectal cancer), con inestabilidad microsatelital a",keytruda
264m2019 ssa,delstrigo,doravirina / lamivudina / tenofovir,,,"tratamiento de adultos infectados por el vih-1 sin evidencia pasada o presente de resistencia a la clase de inhibidores no nucleósidos de la transcriptasa reversa (inntrs), lamivudina o tenofovir.código atc: j05ar24	lamivudina, tenofovir disoproxil and doraviri",delstrigo
257m2019 ssa,pifeltro,doravirina,,j05ag06 doravirina,"está indicado, en combinación con otros medicamentos antirretrovirales, para el tratamiento de adultos infectados con el vih-1 sin evidencia pasada o presente de resistencia a la clase de los inhibidores no nucleósidos de la transcriptasa reversa (inntr",pifeltro
124m2014 ssa,vyvanse,lisdexanfetamina,"takeda mexico, s.a. de c.v.",n06ba99  otros principios activos. agentes simpaticomiméticos de acción centr,para el tratamiento de los trastornos de déficit de atención.  indicado para el tratamiento de trastorno por atracón moderado o grave en adult,vyvanse
124m2014 ssa,vyvanse,lisdexanfetamina,"takeda mexico, s.a. de c.v.",n06ba99  otros principios activos. agentes simpaticomiméticos de acción centr,para el tratamiento de los trastornos de déficit de atención.  indicado para el tratamiento de trastorno por atracón moderado o grave en adult,vyvanse
124m2014 ssa,vyvanse,lisdexanfetamina,"takeda mexico, s.a. de c.v.",n06ba99  otros principios activos. agentes simpaticomiméticos de acción centr,para el tratamiento de los trastornos de déficit de atención.  indicado para el tratamiento de trastorno por atracón moderado o grave en adult,vyvanse
118m2018 ssa,amitiza,lubiprostona,"takeda méxico, s.a. de c.v",a06ax99  otros principios activos.  otros laxantes.,"indicado para el tratamiento del estreñimiento crónico idiopático en adultos; para el tratamiento del síndrome de intestino irritable con estreñimiento (sii-e) en mujeres ≥ a 18 años de edad. para el tratamiento del estreñimiento inducido por opioides en adultos con dolor crónico no canceroso. no se ha establecido su eficacia en los pacientes tratados con opioides derivados del difenilheptano, por ejemplo",amitiza
118m2018 ssa,amitiza,lubiprostona,"takeda méxico, s.a. de c.v",a06ax99  otros principios activos.  otros laxantes.,"indicado para el tratamiento del estreñimiento crónico idiopático en adultos; para el tratamiento del síndrome de intestino irritable con estreñimiento (sii-e) en mujeres ≥ a 18 años de edad. para el tratamiento del estreñimiento inducido por opioides en adultos con dolor crónico no canceroso. no se ha establecido su eficacia en los pacientes tratados con opioides derivados del difenilheptano, por ejemplo",amitiza
068m2011 ssa,dexivant,dexlansoprazol,"takeda mexico, s.a. de c.v.",a02bc06 dexlansoprazol,tratamiento del reflujo gastroesofágico,dexivant
068m2011 ssa,dexivant,dexlansoprazol,"takeda mexico, s.a. de c.v.",a02bc06 dexlansoprazol,tratamiento del reflujo gastroesofágico,dexivant
068m2011 ssa,dexivant,dexlansoprazol,"takeda mexico, s.a. de c.v.",a02bc06 dexlansoprazol,tratamiento del reflujo gastroesofágico,dexivant
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi
106m2011 ssa,edarbi,azilsartán medoxomil,,"c09ca99  otros principios activos. antagonistas de angiotensina ii, monodrogas.",indicado para el tratamiento de la hipertensión leve a moderada,edarbi
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi
106m2011 ssa,edarbi,azilsartán medoxomil,,"c09ca99  otros principios activos. antagonistas de angiotensina ii, monodrogas.",indicado para el tratamiento de la hipertensión leve a moderada,edarbi
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi
106m2011 ssa,edarbi,azilsartán medoxomil,,"c09ca99  otros principios activos. antagonistas de angiotensina ii, monodrogas.",indicado para el tratamiento de la hipertensión leve a moderada,edarbi
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi
106m2011 ssa,edarbi,azilsartán medoxomil,,"c09ca99  otros principios activos. antagonistas de angiotensina ii, monodrogas.",indicado para el tratamiento de la hipertensión leve a moderada,edarbi
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi cld
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi cld
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi cld
162m2012 ssa,edarbi cld,azilsartán medoxomilo / clortalidon,,c02lx99  otros principios activos. otros antihipertensivos y diuréticos,tratamiento de la hipertensión arterial moderada a grave,edarbi cld
077m2013 ssa,incresina p,alogliptina / pioglitazona,"takeda méxico, s. a. de c. v. - 36",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo ii.,incresina
269m2014 ssa,incresina duo,alogliptina / metformina,,a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"está indicado como tratamiento complementario a la dieta y el ejercicio para mejorar el control glucémico en adultos con diabetes mellitus tipo 2 en múltiples ámbitos clínicos, incluyendo pacientes que no han logrado el control con la monoter",incresina
163m2012 ssa,incresina,alogliptina,,,tratamiento de la diabetes mellitus tipo ii.,incresina
077m2013 ssa,incresina p,alogliptina / pioglitazona,"takeda méxico, s. a. de c. v. - 36",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo ii.,incresina
269m2014 ssa,incresina duo,alogliptina / metformina,,a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"está indicado como tratamiento complementario a la dieta y el ejercicio para mejorar el control glucémico en adultos con diabetes mellitus tipo 2 en múltiples ámbitos clínicos, incluyendo pacientes que no han logrado el control con la monoter",incresina
163m2012 ssa,incresina,alogliptina,,,tratamiento de la diabetes mellitus tipo ii.,incresina
077m2013 ssa,incresina p,alogliptina / pioglitazona,"takeda méxico, s. a. de c. v. - 36",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo ii.,incresina
269m2014 ssa,incresina duo,alogliptina / metformina,,a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"está indicado como tratamiento complementario a la dieta y el ejercicio para mejorar el control glucémico en adultos con diabetes mellitus tipo 2 en múltiples ámbitos clínicos, incluyendo pacientes que no han logrado el control con la monoter",incresina
163m2012 ssa,incresina,alogliptina,,,tratamiento de la diabetes mellitus tipo ii.,incresina
077m2013 ssa,incresina p,alogliptina / pioglitazona,"takeda méxico, s. a. de c. v. - 36",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo ii.,incresina p
077m2013 ssa,incresina p,alogliptina / pioglitazona,"takeda méxico, s. a. de c. v. - 36",a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,tratamiento de la diabetes mellitus tipo ii.,incresina p
269m2014 ssa,incresina duo,alogliptina / metformina,,a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"está indicado como tratamiento complementario a la dieta y el ejercicio para mejorar el control glucémico en adultos con diabetes mellitus tipo 2 en múltiples ámbitos clínicos, incluyendo pacientes que no han logrado el control con la monoter",incresina duo
269m2014 ssa,incresina duo,alogliptina / metformina,,a10bd99  otros principios activos. combinaciones de drogas hipoglucemiantes orales.,"está indicado como tratamiento complementario a la dieta y el ejercicio para mejorar el control glucémico en adultos con diabetes mellitus tipo 2 en múltiples ámbitos clínicos, incluyendo pacientes que no han logrado el control con la monoter",incresina duo
068m2013 ssa,renegy,carboximaltosa férric,"takeda méxico, s.a. de c.v","b03ac99  otros principios activos.  hierro trivalente, preparados parenterales.",tratamiento de la deficiencia de hierro cuando las preparaciones de hierro por vía oral son ineficaces o no pueden utilizarse. en anemia ferropriva aguda puede utilizarse como terapia central o concomitante dependiendo del diagnóstico y severidad del mismo. como tratamiento de la anemia ferropénica crón,renegy
083m2015 ssa,turazive,febuxostat,,m04aa03  febuxostat,tratamiento de la hiperuricemia crónica en pacientes con gota tofacea o sintomátic,turazive
083m2015 ssa,turazive,febuxostat,,m04aa03  febuxostat,tratamiento de la hiperuricemia crónica en pacientes con gota tofacea o sintomátic,turazive
379m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
441m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
386m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,indicada como monoterapia y terapia adjunta en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 16 años de edad o mayore,briviact
379m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
441m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
386m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,indicada como monoterapia y terapia adjunta en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 16 años de edad o mayore,briviact
379m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
441m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
386m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,indicada como monoterapia y terapia adjunta en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 16 años de edad o mayore,briviact
379m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
441m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,monoterapia y terapia de adición en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 4 años de edad o mayor,briviact
386m2016 ssa,briviact,brivaracetam,,n03ax23 brivaracetam,indicada como monoterapia y terapia adjunta en el tratamiento de las crisis de inicio parcial con o sin generalización secundaria en pacientes con epilepsia de 16 años de edad o mayore,briviact
