num,farmaco,forma,concen,fraccion,den_dist,registro,titular,indicacion
130,"ambroxol, clorhidrato de /dextrometorfano,bromhidrato de",tableta,22.5 mg / 22.5 mg,vi,histiacil nf,574m99 ssa,"sanofi-aventis de mexico, s.a. de c.v.",auxiliar en la expectoracion de las flemas. antitusivo.
131,"ambroxol, clorhidrato de /loratadina",solucion,600 mg / 100 ml /100ml,vi,coricidin expec,57015 ssa,"bayer de mexico, s.a. de c.v.","auxiliar en la expectoracion de las flemas, auxiliar en eltratamiento sintomatico del resfriado comun."
132,"ambroxol, clorhidrato de /loratadina",tableta,30 mg / 5 mg,vi,coricidin expec,031m2001 ssa,"bayer de mexico, s.a. de c.v.",auxiliar en la expectoracion de las flemas. auxiliar en eltratamiento sintomatico del resfriado comun.
133,"ambroxol, clorhidrato de /sulfametoxazol /trimetoprima",tableta,30 mg / 800 mg / 160 mg,iv,brogamax,401m2004 ssa,"farmaceuticos rayere, s.a.",antimicrobiano (macrolido).
134,"ambroxol, clorhidrato de /salbutamol, sulfato de",solucion,0.15 g / 0.04 g /100 ml,iv,aeroflux,408m96 ssa,"grimann, s.a. de c.v.","broncodilatador, mucolitico. bronquitis agudas y cronicas.asma y en general en aquellos procesos agudos y cronicosque cursen con retencion de secreciones y broncoespasmo."
135,"ambroxol, clorhidrato de /sulfametoxazol /trimetoprima",suspension,(0.150 g/4 g/0.800 g)/100 ml,iv,brogamax,010m2004 ssa,"farmaceuticos rayere, s.a.","antimicrobiano (sulfa) para tratamiento de infeccionesocasionadas por germenes sensibles, mucolitico."
136,amfotericina b,solucion(inyectable),50 mg,iv,ambisome,050m2014 ssa,"especificos stendhal, s.a. de c.v.",antimicotico.
137,"aminofenazona / bufenina,clorhidrato de /  difenilpiralina,clorhidrato de",capsula,40 mg/1.5 mg/1.5 mg,iv,flumil,82442 ssa,"laboratorios senosiain, s.a. de c.v.","antihistaminico, analgesico y descongestivo nasal."
138,aminofilina,solucion(inyectable),250 mg / 10 ml,iv,drafilyn-z,0151m81 ssa,"laboratorios zafiro, s.a. de c.v.",broncodilatador.
139,"amiodarona, clorhidrato de",tableta,200 mg,iv,cordarone,148m81 ssa,"sanofi-aventis de mexico, s.a. de c.v.",antiarritmico.
140,"amiodarona, clorhidrato de",solucion(inyectable),150 mg / 3 ml,iv,cordarone,276m81 ssa,"sanofi-aventis de mexico, s.a. de c.v.",tratamiento de las arritmias ventriculares.
141,amisulprida,tableta,200 mg y 400 mg,iv,solian,580m2000 ssa,"sanofi-aventis de mexico, s.a. de c.v.",tratamiento de la esquizofrenia.
142,"amitriptilina, clorhidrato de /diazepam / perfenazina",tableta,10 mg / 3 mg / 2 mg,ii,adepsique,85689 ssa,"psicofarma, s.a. de c.v.","antidepresivo, ansiolitico."
143,"amlodipino, besilato de",tableta,5 mg   y   10 mg,iv,norvas,108m90 ssa,"pfizer, s.a. de c.v.","tratamiento de la hipertension arterial, enfermedad arterialcoronaria, angina estable cronica."
144,"amlodipino, besilato de /losartan potasico",capsula,2.5 mg / 50 mg   y5 mg / 100 mg,iv,bicartial,071m2009 ssa,"laboratorios silanes, s.a. de c.v.",antihipertensivo.
145,"amlodipino, camsilato de /losartan potasico",comprimido,5 mg / 50 mg    y5 mg / 100 mg,iv,cozaar xq,237m2013 ssa,"schering-plough, s.a. de c.v.",antihipertensivo.
146,"amlodipino, besilato de /atorvastatina calcica",tableta,5 mg / 10 mg; 5 mg / 20mg; 5 mg / 40 mg; 5 mg /80 mg,iv,caduet,204m2004 ssa,"pfizer, s.a. de c.v.",antihipertensivo. dislipidemia.
147,"amlodipino, maleato de",tableta,5 mg y 10 mg,iv,amtev,385m2005 ssa,"lemery, s.a. de c.v.",antihipertensivo (calcioantagonista).
148,amlopidino / valsartan /hidroclorotiazida,comprimido,5 mg/ 160 mg/ 12.5 mg; 10mg/160 mg/12.5 mg; 5mg/160 mg/25 mg;10 mg/160 mg/25 mgy10 mg/320 mg/25 mg,iv,exforge hct,200m2009 ssa,novartis pharma ag,antihipertensivo.
149,"amlopidino, besilato de /valsartan",comprimido,5 mg / 80 mg;5 mg / 160 mg;5 mg / 320 mg;10 mg / 160 mgy10 mg / 320 mg,iv,exforge,159m2007 ssa,novartis pharma ag,antihipertensivo.
150,"amlotriptan, malato acido de",comprimido,12.5 mg,iv,almogran,293m2003 ssa,"industrias farmaceuticas almirall, s.a.",antimigranoso.
151,amoxicilina (trihidratada),tableta,875 mg,iv,amoxil 12h,133m99 ssa,"glaxo wellcome, s.a.",antibiotico para infecciones ocasionadas por germenessusceptibles.
152,amoxicilina (trihidratada),suspension,400 mg / 5 ml,iv,amoxil 12h,208m99 ssa,"glaxo wellcome, s.a.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
153,amoxicilina (trihidratada),suspension,250 mg / 5 ml y500 mg / 5 ml,iv,penamox,78554 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
154,amoxicilina (trihidratada),suspension,400 mg / 5 ml,iv,penamox h12,166m99 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
155,amoxicilina (trihidratada),tableta,1 g,iv,penamox,0127m79 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones causadas porgermenes sensibles.
156,amoxicilina (trihidratada),capsula,250 mg y500 mg,iv,penamox,78552 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
157,amoxicilina (trihidratada),comprimido,750 mg,iv,ampliron,246m97 ssa,"siegfried rhein, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
158,amoxicilina (trihidratada) / pivoxilsulbactam,comprimido,875 mg / 125 mg,iv,trifamox ibl 12h,296m2001 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",a  n  t i b  i o  t i c  o    p  a  r a   i n  f e  c  c  i o  n  e  s    o  c  a  s  i o  n  a  d  a  s    p  o  r  g  e   r m   e  nesproductores de betalactamasa.
159,amoxicilina (trihidratada) / pivoxilsulbactam,suspension,200 mg / 50 mg /1 ml,iv,trifamox ibl 12h,383m2001 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",a  n  t i b  i o  t i c  o    p  a  r a   i n  f e  c  c  i o  n  e  s    o  c  a  s  i o  n  a  d  a  s    p  o  r  g  e   r m   e  nesproductores de betalactamasa.
160,amoxicilina (trihidratada) /acido clavulanico (clavulanatode potasio),tableta,875 mg / 125 mg,iv,clavulin 12 h,066m98 ssa,"grimann, s.a. de c.v.",antibiotico para infecciones ocasionadas por germenesproductores de betalactamasa.
161,amoxicilina (trihidratada) /acido clavulanico (clavulanatode potasio),suspension,(200 mg / 28.5 mg)/5 mly(400 mg / 57 mg) / 5 ml,i v,clavulin 12 h,215m98 ssa,"grimann, s.a. de c.v.",antibiotico para infecciones ocasionadas por germenesproductores de betalactamasa.
162,amoxicilina (trihidratada) /pivoxil sulbactam,suspension,(125 mg / 125 mg) / 5ml   y(250 mg / 250 mg)/ 5 ml,iv,trifamox ibl,339m99 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",a  n  t i b  i o  t i c  o    p  a  r a   i n  f e  c  c  i o  n  e  s    o  c  a  s  i o  n  a  d  a  s    p  o  r  g  e   r m   e  nesproductores de betalactamasa.
163,amoxicilina (trihidratada) / acidoclavulanico (clavulanato depotasio-syloid),suspension,600 mg / 42.9 mg /5 ml,iv,clavulin 12 h,065m2006 ssa,"grimann, s.a. de c.v.",antibiotico para infecciones ocasionadas por germenesproductores de betalactamasa.
164,amoxicilina (trihidratada) / acidoclavulanico (clavulanato depotasio),suspension,250 mg/62.5 mg/5mly125 mg/31.25 mg/5 ml,iv,clavulin,294m90 ssa,"grimann, s.a. de c.v.",antibiotico para infecciones ocasionadas por germenesproductores de betalactamasa.
165,amoxicilina (trihidratada) /pivoxil sulbactam,comprimido,250 mg / 250 mg     y500 mg / 500 mg,iv,trifamox ibl,174m98 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",a  n  t i b  i o  t i c  o    p  a  r a   i n  f e  c  c  i o  n  e  s    o  c  a  s  i o  n  a  d  a  s    p  o  r  g  e   r m   e  nesproductores de betalactamasa.
166,"amoxicilina (trihidratada) /bromhexina, clorhidrato de",suspension,"250 mg / 8 mg / 5 ml,500 mg / 8 mg / 5 ml",iv,penamox m,89407 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles. mucolitico.
167,"amoxicilina (trihidratada) /bromhexina, clorhidrato de",capsula,500 mg / 8 mg,iv,penamox m,89408 ssa,"dinafarma, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles. mucolitico.
168,amoxicilina sodica /sulbactam sodico,solucion(inyectable),(500 mg / 250 mg) / 5mly(1000 mg / 500 mg) /5ml,iv,trifamox ibl,328m99 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",a  n  t i b  i o  t i c  o    p  a  r a   i n  f e  c  c  i o  n  e  s    o  c  a  s  i o  n  a  d  a  s    p  o  r  g  e   r m   e  nesproductores de betalactamasa.
169,ampicilina (trihidratada),capsula,250 mg y 500 mg,iv,penbritin,57827 ssa,"grimann, s.a. de c.v.",antibiotico (betalactamico).
170,ampicilina (trihidratada),suspension,"125 mg / 5 ml,250 mg / 5ml y500 mg / 5 ml",iv,penbritin,58996 ssa,"grimann, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
171,ampicilina (trihidratada) /dicloxacilina sodica(monohidratada),capsula,250 mg / 125 mg,iv,panac,74997 ssa,"grimann, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
172,anastrozol,tableta,1 mg,iv,arimidex,263m98 ssa,"astrazeneca, s.a. de c.v.","antineoplasico, para el tratamiento del cancer de mama."
173,anfebutamona,tableta(liberacion prolongada),150 mg,iv,wellbutrin,354m98 ssa,"glaxosmithkline mexico, s.a. de c.v.",antidepresivo.
174,"anfepramona, clorhidrato de",tableta,50 mg,iii,ifa norex,177m92 ssa,"investigacion farmaceutica, s.a. de c.v.",anorexigenico.
175,"anfepramona, clorhidrato de",capsula(liberacion prolongada),75 mg,iii,neobes,60975 ssa,"productos medix, s.a. de c.v.",anorexigenico.
176,anfotericina b,suspension (inyectable),5 mg / ml,iv,abelcet,218m2000 ssa,"lemery, s.a. de c.v.",antimicotico.
177,anidulafungina,solucion(inyectable),100 mg,iv,equaltha,022m2009 ssa,"pfizer, s.a. de c.v.","tratamiento de la candidiasis invasora, incluyendocandidemia en pacientes adultos. tratamiento de candidiasisesofagica en pacientes adultos."
178,apixaban,tableta,5 mg   y   25 mg,iv,elicuis,044m2013 ssa,"pfizer, s.a. de c.v.",prevencion primaria de enfermedad tromboembolicavenosa.prerencion primaria de eventos vasculares cerebralesen pacientes con fibrilacion auricular no valvular. tratamientode trombosis venosa profunda (tvp) y embolismo pulmonar(ep) en adultos. prevencion de la tvp y el ep recurrentes enadultos.
179,aprepitant,capsula,80 mg y 125 mg,iv,emend,130m2003 ssa,merck sharp & dohme b.v.,para el tratamiento de la nausea y vomito postoperatorio.antiemetico en quimioterapia y radioterapia.
180,aripiprazol,tableta,"10 mg, 15 mg y 30 mg",iv,abilify,332m2002 ssa,"bristol-myers squibb de mexico,s. de r.l. de c.v.","antipsicotico. esquizofrenia (episodio agudo, terapia dem   a  n  t e  n   im   i e  n  t o y trastornos esquizoafectivos). episodio demania asociada a trastorno bipolar, tratamiento adjunto parael trastorno depresivo mayor."
181,atenolol,tableta,50 mg   y   100 mg,iv,tenormin,88870 ssa,"astrazeneca, s.a. de c.v.","bloqueador de los receptores beta-adrenergicos,antiarritmico, antihipertensivo."
182,atenolol / clortalidona,tableta,50 mg/12.5 mg     y100 mg/25 mg,iv,tenoretic,0202m80 ssa,"astrazeneca, s.a. de c.v.",antihipertensivo.
183,atenolol / nifedipino,capsula(liberacion prolongada),50 mg / 20 mg,iv,planacor lp,380m93 ssa,"armstrong laboratorios de mexico,s.a. de c.v.",antihipertensivo
184,"atomoxetina, clorhidrato de",capsula,"10 mg, 18 mg, 25 mg,40 mg, 60 mg,80mg   y   100 mg",iv,strattera,220m2003 ssa,eli lilly and company,trastorno del deficit de atencion con hiperactividad.
185,"atorvastatina, calcica(trihidratada)",tableta,"10 mg, 20 mg, 40 mgy      80 mg",iv,lipitor,413m97 ssa,"pfizer, s.a. de c.v.",hipocolesterolemiante.
186,atosiban,solucion(inyectable),6  . 7   5   m   g   /  0  . 9    ml   y37.5 mg / 5 ml,iv,tractocile,549m2001 ssa,"ferring, s.a. de c.v.",inhibidor de la contractilidad uterina.
187,azacitidina,suspension (inyectable),100 mg (25 mg / ml),iv,vidaza,046m2013 ssa,celgene international sarl,"tratamiento de pacientes con sindromes mielodisplasicosintermedios y de alto riesgo, y leucemia mieloide aguda."
188,azatioprina,tableta,50 mg,iv,imuran,69062 ssa,"aspen mexico, s. de r.l. de c.v.","para favorecer la supervivencia de los trasplantes deorganos, enfermedad intestinal inflamatoria de gradomoderado a severo, artritis reumatoide severa, lupuseritematoso sistemico, dermatomiositis y polimiositis, hepatitiscronica activa autoinmune, penfigo vulgar,  poliarteritisnodosa,  anemia hemolitica autoinmune, purpuratrombocitopenica idiopatica cronica resistente al tratamiento,esclerosis multiple recidivante y remitente."
189,"azelastina, clorhidrato de",solucion,1 mg / 1 ml,iv,astelin,338m95 ssa,meda manufacturing gmbh,rinitis alergica estacional y perenne.
190,azelastina / fluticasona,suspension(para inhalacion),0.100% / 0.037%,iv,dymista d,056m2015 ssa,madaus gmbh,alivio sintomatico de la rinitis alergica estacional.
191,azitromicina (dihidratada),tableta,500 mg,iv,azitrocin,275m91 ssa,"pfizer, s.a. de c.v.",antibiotico (macrolido) para infecciones ocasionadas porgermenes sensibles.
192,azitromicina (dihidratada),polvo,600 mg   y   900 mg,iv,azitrocin,266m91 ssa,"pfizer, s.a. de c.v.",antibiotico (macrolido) para infecciones ocasionadas porgermenes sensibles.
193,bazedoxifeno / estrogenosconjugados,tableta,20 mg / 0.450 mg     y20 mg / 0.625 mg,iv,duavive,158m2017 ssa,"pfizer, s.a. de c.v.","tratamiento para sintomas vasomotores moderados aseveros asociados con la menopausia, sintomas dedeficiencia de estrogeno asociados con la menopausia,sintomas moderados a severos de atrofia  vulvar y vaginal,asociados con la menopausia. prevencion de osteoporosisposmenopausica. en pacientes en los que no estacontraindicada la terapia hormonal sustitutiva."
194,"beclometasona, diprionato de(micronizada)",suspension,50 mg / 100 ml,iv,beconase aqua,079m90 ssa,"glaxosmithkline mexico, s.a. de c.v.","rinitis alergica estacional y perenne, antiinflamatorioesteroideo."
195,"beclometasona, dipropionatode / formoterol, fumarato de",aerosol(para inhalacion),1.724 mg / 0.103 mg,iv,innovair,295m2011 ssa,"chiesi mexico, s.a. de c.v.",tratamiento habitual del asma. tratamiento sintomatico depacientes con enfermedad pulmonar obstructiva cronica(epoc).
196,"bencidamina, clorhidrato de",pasta,0.5 g / 100 g,vi,vantal,101m94 ssa,"laboratorios grossman, s.a.","indicado en procesos inflamatorios de las encias tales comogingivitis, periodontitis, pericoronitis e inflamacion por cirugiadental, protesis dentales mal adaptadas, ortodoncia yexodoncia. ayuda a la eliminacion de placa dentobacteriana.previene y trata la mucositis orofaringea inducida porquimioterapia y radiacion."
197,"bencidamina, clorhidrato de",gel,5 g / 100 g,vi,vantal,102m87 ssa,"laboratorios grossman, s.a.",antiinflamatorio no esteroideo de aplicacion cutanea.
198,"bencidamina, clorhidrato de",solucion,5 g / 100 ml,iv,vantal-v,321m80 ssa,"laboratorios grossman, s.a.","antiseptico, antiinflamatorio no esteroideo."
199,"bencidamina, clorhidrato de",solucion,0.150 g / 100 ml,vi,lonol,184m89 ssa,"boehringer ingelheim promeco,s.a. de c.v.",auxiliar en la inflamacion y dolor en cavidad orofaringea.
200,"bencidamina, clorhidrato de",crema,5 g / 100 g,vi,lonol,88441 ssa,"sanofi-aventis de mexico, s.a. de c.v.",analgesico. antiinflamatorio con accion analgesica.
201,"bencidamina, clorhidrato de /mentol / salicitato de metilo",gel,(5 g / 10 g / 3 g) / 100 g,vi,lonol sport,494m97 ssa,"sanofi-aventis de mexico, s.a. de c.v.","analgesico, antiinflamatorio no esteroideo, relajante muscular."
202,bencilpenicilina procaina /bencilpenicilina sodicacristalina,suspension(inyectable),(300 000 u / 100 000 u)/ 2 ml y (600 000 u /200 000 u) / 2 ml,iv,hidrocilina,34455 ssa,"laboratorios grossman, s.a.",antibiotico para infecciones ocasionadas por bacteriassusceptibles.
203,bencilpenicilina procainicacon bencilpenicilina sodica,suspension(inyectable),4  0  0   0  0 0 u y800 000 u,iv,penprocilina,34564 ssa,"serral, s.a. de c.v.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
204,bencilpenicilina procainica/bencilpenicilina sodica /metamizol sodicomonohidratado,suspension(inyectable),(300 000 ui / 100 000 ui /500 mg) / 2 mly(255 000 ui/ 75 000 ui /200 mg) / 2 ml,iv,respicil,41953 ssa,"laboratorios senosiain, s.a. de c.v.",antibiotico (betalactamico).
205,bencilpenicilina sodica /clemizol bencilpenicilina,suspension(inyectable),"(100,000 ui / 300,000 ui)/ 2 mly(200,000 ui / 800,000 ui)/ 3 ml",i v,anapenil,46827 ssa,"laboratorios grossman, s.a.",antibiotico (betalactamico) para infecciones ocasionadas porgermenes sensibles.
206,"benserazida, clorhidrato de/levodopa",tableta,25 mg/100 mg,iv,madopar,82544 ssa,f. hoffmann - la roche ltd.,"para el tratamiento de la enfermedad de parkinson, para eltratamiento sintomatico del sindrome de piernas inquietas(spi) incluyendo spi idiopatico y spi debido a insuficienciarenal, requirendo analisis."
207,benzocaina,pastilla,10 mg,vi,graneodin-b,40662 ssa,reckitt benckiser healthcare (uk) limited,analgesico bucofaringeo
208,benzonatato,capsula,100 mg,vi,tesaperl,174m2015 ssa,"glaxosmithkline consumer healthcaremexico, s. de r.l. de c.v.",antitusivo.
209,besilato de cisatracurio,solucion(inyectable),5 mg / 2.5 ml10 mg / 5 ml   y20 mg / 10 ml,iv,nimbex,371m97 ssa,aspen pharma pty ltd.,relajante neuromuscular no despolarizante.
210,"betahistina, diclorhidrato de",tableta,"8 mg, 16 mgy   24 mg",iv,serc,75796 ssa,"abbott laboratories de mexico,s.a. de c.v.",antivertiginoso.
211,betametasona,solucion,0.5 mg / 1 ml,iv,celestonepediatrico,62193 ssa,"schering-plough, s.a. de c.v.",corticosteroide oral.
212,betametasona / clioquinol,crema,0.500 mg / 30 mg   y50 mg / 3 g,iv,diprosone y,87824 ssa,"schering-plough, s.a. de c.v.",antiinflamatorio topico.
213,betametasona / loratadina,solucion,5 mg / 100 mg / 100 ml,iv,celestamine ns,62357 ssa,"bayer de mexico, s.a. de c.v.","antihistaminico, antiinflamatorio esteroideo."
214,betametasona / loratadina,tableta,0.250 mg / 5.00 mg,iv,celestamine ns,59312 ssa,"bayer de mexico, s.a. de c.v.","antihistaminico, antiinflamatorio esteroideo"
215,"betametasona, acetato de /betametasona, fosfato sodicode",suspension(inyectable),2.71 mg / 3mg / 1 ml,iv,celestonesoluspan,64063 ssa,"schering-plough, s.a. de c.v.",corticosteroide sistemico
216,"betametasona, diprionato de(micronizada)",unguento,0.064 g / 100 g,iv,diprosone,86089 ssa,"schering-plough, s.a. de c.v.",antiinflamatorio de aplicacion cutanea.
217,"betametasona, dipropionato de /gentamicina, sulfato de",crema,0.05 g / 0.1 g /  100 g,iv,diprosone g,87472 ssa,"schering-plough, s.a. de c.v.","antiinflamatorio, antibiotico topico."
218,"betametasona, dipropionato de/betametasona,  fosfato sodicode",suspension(inyectable),5 mg / 2 mg / 1 ml,iv,diprospan,87216 ssa,"schering-plough, s.a. de c.v.",corticosteroide sistemico.
