nombre_producto,sustancia,forma_farm,lab,presentacion
adempas,riociguat,comprimidos,bayer de mexico,"1 caja , 84 comprimidos , 2  miligramos"
adempas,riociguat,comprimidos,bayer de mexico,"1 caja , 84 comprimidos , 2.5  miligramos"
adempas,riociguat,comprimidos,bayer de mexico,"1 caja , 84 comprimidos , 0.5  miligramos"
adempas,riociguat,comprimidos,bayer de mexico,"1 caja , 84 comprimidos , 1  miligramos"
adempas,riociguat,comprimidos,bayer de mexico,"1 caja , 84 comprimidos , 1.5  miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 14 tabletas, 500 miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 28 tabletas, 500 miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 30 tabletas, 500 miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 60 tabletas, 500 miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 7 tabletas, 500 miligramos"
adenasa,levofloxacina,tabletas,sanfer,"1 caja, 90 tabletas, 500 miligramos"
adepsique,"amitriptilina,                                diazepam,                                perfenazina",tabletas birranuradas,psicofarma,"1 caja, 10 tabletas,"
adepsique,"amitriptilina,                                diazepam,                                perfenazina",tabletas birranuradas,psicofarma,"1 caja, 30 tabletas,"
adepsique,"amitriptilina,                                diazepam,                                perfenazina",tabletas birranuradas,psicofarma,"1 caja, 90 tabletas,"
aderogyl,"ascorbico, acido (vitamina c),                                ergocalciferol,                                retinol (vitamina a)",solucion,sanofi-aventis,"1 caja, 1 ampolleta(s), 3 ml,"
aderogyl,"ascorbico, acido (vitamina c),                                ergocalciferol,                                retinol (vitamina a)",solucion,sanofi-aventis,"1 caja, 2 ampolleta(s), 3 ml,"
aderogyl,"ascorbico, acido (vitamina c),                                ergocalciferol,                                retinol (vitamina a)",solucion,sanofi-aventis,"1 caja, 4 ampolleta(s), 3 ml,"
aderogyl,"ascorbico, acido (vitamina c),                                ergocalciferol,                                retinol (vitamina a)",solucion,sanofi-aventis,"1 caja, 5 ampolleta(s), 3 ml,"
aderogyl 15,"acido ascorbico (vitamina c),                                ascorbato de sodio,                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",ampolleta,sanofi-aventis,"1 caja, 1 ampolleta(s),"
aderogyl 15,"acido ascorbico (vitamina c),                                ascorbato de sodio,                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",ampolleta,sanofi-aventis,"caja , 4 ampolleta(s)"
aderogyl 15,"acido ascorbico (vitamina c),                                ascorbato de sodio,                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",ampolleta,sanofi-aventis,"caja , 2 ampolleta(s)"
aderogyl 15,"acido ascorbico (vitamina c),                                ascorbato de sodio,                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",ampolleta,sanofi-aventis,"1 caja, 5 ampolleta(s),"
aderogyl c,"acido ascorbico (vitamina c),                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",solucion infantil,sanofi-aventis,"1 caja , 1 frasco(s) , 10 ml"
aderogyl c,"acido ascorbico (vitamina c),                                retinol (vitamina a),                                vitamina d2 (ergocalciferol)",solucion infantil,sanofi-aventis,"1 caja, 1 frasco(s), 30 ml,"
aderogyl efe,acido ascorbico,tabletas,sanofi-aventis,"1 caja, 10 tabletas efervescentes,"
aderogyl efe,acido ascorbico,tabletas,sanofi-aventis,"1 caja, 20 tabletas efervescentes,"
adimod,pidotimod,solucion,armstrong,"1 caja, 10 frasco(s), 800/7 mg/ml"
adimod,pidotimod,solucion,armstrong,"1 caja, 10 frasco(s), 400/7 mg/ml"
adimod,pidotimod,tabletas,armstrong,"1 caja, 20 tabletas, 400 miligramos"
adimod,pidotimod,tabletas,armstrong,"1 caja, 20 tabletas, 800 miligramos"
adinol,paracetamol (acetaminofen),solucion,bruluart,"1 frasco con cuchara dosificadora , 120 ml"
adinol,paracetamol (acetaminofen),solucion,bruluart,"1 frasco con gotero, 15 ml,"
adiripem,glimepirida,tabletas,accord farma,"1 caja, 15 tabletas, 2 miligramos"
adiripem,glimepirida,tabletas,accord farma,"1 caja, 15 tabletas, 4 miligramos"
adiripem,glimepirida,tabletas,accord farma,"1 caja, 30 tabletas, 4 miligramos"
adiripem,glimepirida,tabletas,accord farma,"1 caja, 30 tabletas, 2 miligramos"
aditral,modafinilo,tabletas,asofarma,"1 caja, 14 tabletas, 200 miligramos"
aditral,modafinilo,tabletas,asofarma,"1 caja, 28 tabletas, 200 miligramos"
aditral,modafinilo,tabletas,asofarma,"1 caja, 30 tabletas, 200 miligramos"
aditral,modafinilo,tabletas,asofarma,"1 caja, 7 tabletas, 200 miligramos"
admidoxil,"ambroxol,                                dextrometorfano",capsulas,gelpharma,"1 caja, 10 capsulas,"
admidoxil,"ambroxol,                                dextrometorfano",capsulas,gelpharma,"1 caja, 20 capsulas,"
admidoxil,"ambroxol,                                dextrometorfano",capsulas,gelpharma,"1 caja, 30 capsulas,"
adptor,esomeprazol,solucion inyectable,accord farma,"1 caja, 1 frasco ampula con liofilizado, 40 miligramos"
adregotec,"dobutamina,                                dobutamina, clorhidrato de",solucion inyectable,tecnofarma,
adribel,"ambroxol,                                salbutamol (albuterol)",solucion,bruluart,"1 caja, 1 frasco(s), 120 ml,"
advanpro,bicalutamida,tabletas,accord farma,"1 caja, 14 tabletas, 50 miligramos"
advanpro,bicalutamida,tabletas,accord farma,"1 caja, 28 tabletas, 50 miligramos"
advanpro,bicalutamida,tabletas,accord farma,"1 caja, 7 tabletas, 50 miligramos"
advantan,metilprednisolona,emulsion,bayer de mexico,"1 caja, 1 emulsion , 20 g,"
advantan,metilprednisolona,solucion,bayer de mexico,"1 caja, 1 solucion , 20 ml,"
advate,factor viii (factor antihemofilico a),solucion,shire,"1 frasco ampula con polvo liofilizado, 1000 u.i.,"
advate,factor viii (factor antihemofilico a),solucion,shire,"1 frasco ampula con polvo liofilizado, 250 u.i.,"
advate,factor viii (factor antihemofilico a),solucion,shire,"1 frasco ampula con polvo liofilizado, 500 u.i.,"
aeroflux,"ambroxol,                                salbutamol",solucion,sanfer,"1 caja, 1 frasco(s), 120 ml,"
afazol grin,nafazolina,solucion nasal,laboratorios grin,"1 caja,1 frasco atomizador,10 ml,"
afinitor,everolimus,comprimidos,novartis,"1 caja,1 envase(s) de burbuja,30 comprimidos,10 mg"
afinitor,everolimus,comprimidos,novartis,"1 caja,1 envase(s) de burbuja,30 comprimidos,2.5 mg"
afinitor,everolimus,comprimidos,novartis,"1 caja,1 envase(s) de burbuja,30 comprimidos,5 mg"
aflamid,meloxicam,suspension,anchor farma,
aflamid,meloxicam,tabletas,anchor farma,
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 10 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 10 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 10 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 12 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 12 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 12 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 20 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 20 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 20 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 24 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 24 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 24 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 30 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 30 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 caja, 1 envase(s) de burbuja, 30 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 frasco(s), 36 tabletas, 600 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 frasco(s), 36 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 frasco(s), 45 tabletas, 400 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 frasco(s), 45 tabletas, 800 miligramos"
afleno,ibuprofeno,tabletas,bruluagsa,"1 frasco(s), 45 tabletas, 600 miligramos"
afleno,ibuprofeno,suspension,bruluagsa,"1 caja, 1 frasco con vaso dosificador, 120 ml,"
afleno,ibuprofeno,suspension,bruluagsa,"1 caja, 1 frasco con vaso dosificador, 60 ml,"
aflusil,ibuprofeno,suspension,loeffler,"1 caja, 1 frasco(s), 120 ml,"
aflusil,ibuprofeno,suspension,loeffler,"1 caja, 1 frasco con vaso dosificador, 120 ml,"
afrodit,tocofersolan (vitamina e),capsulas,progela,"1 frasco(s), 100 capsulas,"
afrodit,tocofersolan (vitamina e),capsulas,progela,"1 frasco(s), 30 capsulas,"
afrodit,tocofersolan (vitamina e),capsulas,progela,"1 frasco(s), 90 capsulas,"
afrodit,tocofersolan (vitamina e),capsulas,progela,"1 frasco(s), 99 capsulas,"
afumix,"fluconazol,                                tinidazol",tabletas,senosiain,"1 caja, 4 tabletas,"
afungil,fluconazol,capsulas,senosiain,"1 caja, 1 capsulas, 150 miligramos"
afungil,fluconazol,capsulas,senosiain,"1 caja, 10 capsulas, 100 miligramos"
afungil,fluconazol,solucion inyectable,senosiain,"1 caja, 1 frasco(s) ampula, 100/50 mg/ml"
afya,escitalopram,tabletas,hormona,"1 caja, 14 tabletas, 10 mg"
afya,escitalopram,tabletas,hormona,"1 caja, 28 tabletas, 10 mg"
agebetamex,clorhidrato de labetalol,solucion inyectable,agefinsa,"1 caja, 1 ampolleta(s), 20 ml, 100/20 mg/ml"
agebetamex,clorhidrato de labetalol,solucion inyectable,agefinsa,"1 caja, 5 ampolleta(s), 20 ml, 100/20 mg/ml"
agetax,acido tranexamico,solucion inyectable,agefinsa,"1 caja, 5 ampolleta(s), 5 ml,"
agglad ofteno,brimonidina,solucion,sophia,
agglad ofteno,brimonidina,solucion oftalmica,sophia,"1 caja , 1 frasco gotero , 5 ml"
agiofibra,"ispagula husk,                                plantago ovata",granulado,takeda mexico,"1 bote , 100 g"
agiofibra,"ispagula husk,                                plantago ovata",granulado,takeda mexico,"1 bote , 250 g"
agiofibra,"ispagula husk,                                plantago ovata",granulado,takeda mexico,"1 caja , 10 sobre(s) , 5 g"
agiofibra,"ispagula husk,                                plantago ovata",granulado,takeda mexico,"1 caja , 20 sobre(s) , 5 g"
agiolax,"plantago ovata,                                senna angustifolia",granulado,viatris,"1 caja, 20 sobre(s), 5 g,"
agiolax,"plantago ovata,                                senna angustifolia",granulado,viatris,"1 caja, 10 sobre(s), 5 g,"
agrastat,tirofiban,solucion inyectable,aspen labs,"1 caja, 1 bolsa, 12.5/250 mg/ml"
agrastat,tirofiban,solucion inyectable,aspen labs,"1 caja, 1 frasco(s) ampula, 12.5/50 mg/ml"
agreless,clopidogrel,tabletas,siegfried rhein,"1 caja, 1 frasco(s), 14 tabletas, 75 miligramos"
agreless,clopidogrel,tabletas,siegfried rhein,"1 caja, 1 frasco(s), 28 tabletas, 75 miligramos"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",parches,pisa,
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja,10 tabletas,"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja, 15 tabletas,"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja, 100 cartera(s), 2 tabletas,"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja, 60 envase(s) de burbuja, 3 tabletas,"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja, 120 envase(s) de burbuja, 3 tabletas,"
agrifen,"cafeina,                                clorfenamina,                                fenilefrina,                                paracetamol (acetaminofen)",tabletas,pisa,"1 caja,100 cartera(s),4 tabletas,"
agrifen t,"clorfenamina,                                dextrometorfano,                                fenilefrina,                                paracetamol (acetaminofen)",polvo,pisa,"1 caja,12 sobre(s),10 g,"
agrifen t,"clorfenamina,                                dextrometorfano,                                fenilefrina,                                paracetamol (acetaminofen)",polvo,pisa,"1 caja,6 sobre(s),10 g,"
agrixal,omeprazol,capsulas,bruluagsa,"1 caja, 1 frasco(s), 100 capsulas, 20 miligramos"
agrixal,omeprazol,capsulas,bruluagsa,"1 caja, 1 frasco(s), 14 capsulas, 20 miligramos"
agrixal,omeprazol,capsulas,bruluagsa,"1 caja, 1 frasco(s), 28 tabletas, 20 miligramos"
agrixal,omeprazol,capsulas,bruluagsa,"1 caja, 1 frasco(s), 7 capsulas, 20 miligramos"
agrulax,"magnesio, hidroxido de",polvo,pisa,"1 caja, 5 sobre(s), 15 g,"
agrulax,"magnesio, hidroxido de",polvo,pisa,"1 caja, 10 sobre(s), 15 g,"
agrulax magnesia hidratada,"magnesio, hidroxido de",polvo,pisa,"1 caja,10 sobre(s),15 g,"
agrulax magnesia hidratada,"magnesio, hidroxido de",polvo,pisa,"1 caja,5 sobre(s),15 g,"
agrulax magnesia hidratada,"magnesio, hidroxido de",solucion oral,pisa,
agua micelar bifasica ultra,"agua,                                dipropilenglicol,                                isohexadecano",agua,la roche-posay laboratoire dermatologique,"400 ml,"
agua micelar limpiadora cerave,"agua,                                carbomero,                                ceramidas,                                glicerina,                                hexilenglicol",solucion,cerave,"294 ml,"
agua micelar ultra calmante,"agua,                                glicerina,                                polisorbato 80",agua,la roche-posay laboratoire dermatologique,"1 frasco(s), 200 ml,"
agua micelar ultra calmante,"agua,                                glicerina,                                polisorbato 80",agua,la roche-posay laboratoire dermatologique,"1 frasco(s), 400 ml,"
agua termal de la roche posay,agua termal,solucion en aerosol,la roche-posay laboratoire dermatologique,"150 ml,"
agua termal de la roche posay,agua termal,solucion en aerosol,la roche-posay laboratoire dermatologique,"300 ml,"
agua termal de uriage,agua termal,spray,grupo venta internacional,
agua termal de uriage e isophy,aluminio,spray,grupo venta internacional,
agua termal de uriage e isophy,aluminio,suero,grupo venta internacional,
agua volcanica mineralizante de vichy,agua termal,liquido,vichy laboratoires,"1 bote, 150 ml,"
agua volcanica mineralizante de vichy,agua termal,liquido,vichy laboratoires,"1 bote, 300 ml,"
ah-micol,"albendazol,                                quinfamida",suspension,genomma laboratories de mexico,"1 caja , 1 frasco(s) , 10 ml , 100/400  mg/mg"
ah-micol,"albendazol,                                quinfamida",suspension,genomma laboratories de mexico,"1 caja , 1 frasco(s) , 20 ml , 200/400  mg/mg"
ah-micol,"albendazol,                                quinfamida",tabletas,genomma laboratories de mexico,"1 caja , 1 envase(s) de burbuja , 2 tabletas , 150/200  mg/mg"
akabar,nifuroxazida,capsulas,carnot,"1 caja, celopolial, 16 capsulas, 200 miligramos"
akabar,nifuroxazida,capsulas,carnot,"1 caja, celopolial, 16 capsulas, 400 miligramos"
akabar,nifuroxazida,capsulas,carnot,"1 caja, celopolial, 8 capsulas, 400 miligramos"
akabar,nifuroxazida,suspension,carnot,"1 caja, 1 frasco con cuchara dosificadora, 90 ml,"
akatinol,memantina,tabletas,grunenthal,"1 caja, 14 tabletas, 10 mg"
akatinol,memantina,tabletas,grunenthal,"1 caja, 14 tabletas, 20 mg"
akatinol,memantina,tabletas,grunenthal,"1 caja, 28 tabletas, 20 mg"
akatinol,memantina,tabletas,grunenthal,"1 caja, 28 tabletas, 10 mg"
akatinol,memantina,tabletas,grunenthal,"1 caja, 56 tabletas, 10 mg"
akineton,biperideno,solucion inyectable,armstrong,"1 caja, 5 ampolleta(s), 5 mg/ml"
akineton,biperideno,tableta,armstrong,"1 caja, 30 tabletas, 2 miligramos"
akineton retard,biperideno,tabletas de liberacion prolongada,armstrong,"1 caja, 20 tabletas de liberacion prolongada, 4 miligramos"
akira,mometasona,suspension en spray nasal,concordia,"1 caja, 1 frasco dosificador, 140 nebulizaciones,"
akira,mometasona,suspension en spray nasal,concordia,"1 caja, 1 frasco dosificador, 60 nebulizaciones,"
akiskam,hidroxizina,tabletas,psicofarma,"1 caja, 30 tabletas, 10 miligramos"
akiskam,hidroxizina,tabletas,psicofarma,"1 caja, 75 tabletas, 10 miligramos"
akspri,metformina,tabletas,sanfer,"1 caja, 10 tabletas,"
akspri,metformina,tabletas,sanfer,"1 caja, 100 tabletas,"
