clave,descr,unidad,PA
010.000.6168.00,Anestesia Sugammadex. Solución inyectable. Cada frasco ámpula contiene: Sugammadex sódico equivalente a 200 mg de sugammadex Envase con 10 frascos ámpula con 2 ml de solución cada uno (100 mg,Pieza,Anestesia sugammadex
010.000.6173.00,Osimertinib. Tableta. Cada tableta contiene: Mesilato de Osimertinib equivalente a 80 mg de osimertinib Envase con 30 tabletas,Pieza,Osimertinib
010.000.6174.00,Palonosetrón/Netupitant. Cápsula. Cada cápsula contiene: Netupitant 300 mg Clorhidrato de palonosetrón equivalente a 0.5 mg de palonosetrón Envase con 1 c�,Pieza,Palonosetron/netupitant
010.000.6178.00,Ixekizumab. Solución Inyectable. Cada pluma precargada contiene: Ixekizumab 80 mg Envase con una pluma precargada con 1 ml de solución (80 mg/ml,Pieza,Ixekizumab
010.000.6183.00,Ulipristal. Tableta. Cada tableta contiene: Acetato de ulipristal 5 mg Envase con 28 tabletas,Pieza,Ulipristal
010.000.6184.00,Paclitaxel Unido a Albúmina. Suspensión Inyectable. Cada Frasco Ámpula con Polvo Liofilizado Contiene: Paclitaxel 100 Mg Envase con un Frasco Ámpula con Polvo Liofiliz,Pieza,Paclitaxel unido a albumina
010.000.6193.00,Atezolizumab. Solución Inyectable. Caja con un frasco ámpula contiene: Atezolizumab 1200 mg Envase con un frasco ámpula con 1200 mg en 20 ml (1200 mg/20 ,Pieza,Atezolizumab
010.000.6198.00,Ceftolozano/Tazobactam. Solución Inyectable. Cada frasco ámpula contiene: Sulfato de Ceftolozano equivalente a 1000.00 mg de Ceftolozano Tazobactam sódico equivalente a 500.0 mg de Tazobactam Envase con 10 frascos ámp,Pieza,Ceftolozano/tazobactam
010.000.6203.00,Bictegravir/Emtricitabina/Tenofovir Alafenamida. Tableta. Bictegravir sódico 52.5 mg equivalente a 50 mg de bictagravir. Emtricitabina 200 mg Tenofovir alafenamida fumarato 28 mg equivalente a 25 mg de tenofovir alafenamida. Caja con un frasco con 30 tabletas,Pieza,Bictegravir/emtricitabina/tenofovir alafenamida
010.000.6204.00,OCRELIZUMAB. Solución Inyectable Cada frasco ámpula Contiene: Ocrelizumab 300 mg. Envase con frasco ámpula con10 ,Pieza,Ocrelizumab
010.000.6205.00,ALEMTUZUMAB. SOLUCIÓN INYECTABLE Intravenosa por infusión Cada frasco ámpula Contiene: Alemtuzumab 12 mg Envase con un frasco ámpula con 10 mg/ mL (12 mg/1.2,Pieza,Alemtuzumab
010.000.6209.00,CEREBROLYSIN. SOLUCIÓN INYECTABLE Cada ampolleta contiene: Cerebrolysin 215.2mg/ml. Péptido (peptidificación proteolítica derivada de la proteína de cerebro porcino) (Concentrado de Cerebrolysin) Envase con 5 ampolletas de 10mL cada,Pieza,Cerebrolysin
010.000.6210.00,TENOFOVIR ALAFENAMIDA. TABLETA ORAL Cada tableta Contiene: Tenofovir alafenamida fumarato 28.04 mg equivalente a 25 mg de tenofovir alafenamida Frasco con 30 tabletas,Pieza,Tenofovir alafenamida
010.000.6221.00,"FRAGMENTOS F(ab´)2 DE INMUNOGLOBULINA POLIVALENTE ANTILOXOSCELES, SOLUCIÓN INYECTABLE, Cada frasco ámpula con liofilizado contiene: Fragmentos F(ab´)2 de inmunoglobulina polivalente antiloxosceles 132.80 mcg (para neutralizar no menos de 40 DL50 de rNecrotoxina Loxosceles boneti). Fragmentos F(ab´)2 de inmunoglobulina polivalente antiloxosceles 172.00 mcg (para neutralizar no menos de 40 DL50 de rNecrotoxina Loxosceles laeta). Fragmentos F(ab´)2 de inmunoglobulina polivalente antiloxosceles 132.00 mcg (para neutralizar no menos de 40 DL50 de rNecrotoxina Loxosceles reclusa). Envase conteniendo frasco ámpula con liofilizado, una ampolleta con diluyente e instructivo",Envase,Fragmentos f(ab')2 de inmunoglobulina polivalente antiloxosceles
010.000.6222.00,"�CIDO ACETILSALIC�LICO, TABLETAS Cada tableta contiene: �cido acetilsalic�lico 100 mg con o sin recubrimiento. Envase con 28 tabletas.",Envase,Acido acetilsalicilico
010.000.6223.00,"BECLOMETASONA/ FORMOTEROL/ GLICOPIRRONIO, AEROSOL, Cada dosis de solución presurizada para inhalación contiene: Dipropionato de Beclometasona anhidro 100 µg, Fumarato de Formoterol dihidratado extrafino 6 µg, Bromuro de Glicopirronio 12.5 µg, Caja de cartón con frasco y dispositivo inhalador con contador de dosis con 120 dosis (100 µg/ 6 µg/ ",Pieza,Beclometasona/ formoterol/ glicopirronio
010.000.6225.00,"VENETOCLAX, TABLETA, Cada tableta contiene: 10, 50 o 100 mg de venetoclax, Excipiente cbp 1 tableta, Inducción: Caja con 4 carteras semanales: Cartera con 14 tabletas de 10 mg, Cartera con 7 tabletas de 50 mg, Cartera con 7 tabletas de 100 mg, Cartera con 14 tabletas de 100 mg",Pieza,Venetoclax
010.000.6227.00,"ALECTINIB, CÁPSULA, Cada cápsula contiene: Clorhidrato de alectinib 161.33 mg equivalente a 150 mg de alectinib. Caja colectiva con 4 cajas con 56 cápsulas de 150",Pieza,Alectinib
010.000.6241.00,FLECAINIDA. TABLETAS Cada tableta contiene: acetato de flecainida 100 mg. Frasco de 100 tabletas.,Frasco,Flecainida
010.000.6259.00,LABETALOL. Solución inyectable. Cada frasco ámpula contiene: labetalol 100 mg/20 mL Caja con un frasco ámp,Caja,Labetalol
010.000.6260.00,BUMETANIDA. CÁPSULA O TABLETA Cada cápsula o tableta contiene: Bumetanida 1.0 mg. Envase con 20 cápsulas o tablet,Envase,Bumetanida
010.000.6263.00,ATORVASTATINA/ EZETIMIBA. CÁPSULA O TABLETA. Cada cápsula o tableta contiene: Atorvastatina cálcica trihidrato 40.0 mg. y Ezetimiba 10.0mg Envase con 30 cápsulas o table,Envase,Atorvastatina/ ezetimiba
010.000.6270.00,IRBESARTÁN/HIDROCLOROTIAZIDA. TABLETA Cada tableta contiene: Irbesartán  300 mg. Hidroclorotiazida 25 mg. Envase con 28 tableta,Envase,Irbesartan/hidroclorotiazida
010.000.6273.00,METFORMINA/ GLIBENCLAMIDA. TABLETA Cada tableta contiene: Clorhidrato de metformina 500 mg. Glibenclamida 2.5 mg Envase con 30 tabletas.,Envase,Metformina/ glibenclamida
010.000.6285.00,"MIDOSTAURINA. CÁPSULA Cada cápsula contiene, midostaurina 25 mg. Envase con 112 cápsulas (4 cajas con 28 cápsulas) de 25",Envase,Midostaurina
010.000.6286.00,VANDETANIB. COMPRIMIDO Cada comprimido recubierto con película contiene 100 mg de vandetanib. Caja con 30 comprimidos recubiertos con películ,Caja,Vandetanib
010.000.6287.00,TRABECTEDINA. SOLUCIÓN Cada frasco ámpula con liofilizado contiene: Trabectedina 1 mg. Envase con un frasco ámpu,Envase,Trabectedina
010.000.6288.00,CLOFARABINA. SOLUCIÓN Cada frasco ámpula contiene: Clofarabina 20 mg Envase con frasco ámpula con 20 mg de clofarabi,Envase,Clofarabina
010.000.6301.00,CERITINIB. CÁPSULAS. Cada cápsula contiene: Ceritinib 150 mg. Envase con 150 cápsul,Envase,Ceritinib
010.000.6302.00,PONATINIB. TABLETAS Cada tableta contiene: Ponatinib 45 mg. Envase con 90 tabletas.,Envase,Ponatinib
010.000.6303.00,VORINOSTAT. TABLETAS. Cada tableta contiene: Vorinostat 100 mg. Envase con 120 tabletas.,Envase,Vorinostat
010.000.6309.00,Hidroxicloroquina. TABLETA Cada tableta contiene: Sulfato de hidroxicloroquina 200 mg. Caja de cartón con 20 tabletas en envase de burbuja,Caja,Hidroxicloroquina
010.000.6310.00,BENRALIZUMAB. SOLUCIÓN INYECTABLE. Cada jeringa prellenada contiene: Benralizumab 30 mg. Caja de cartón con una jeringa prellenada de dosis única (30 mg/m,Caja,Benralizumab
010.000.6311.00,"MEPOLIZUMAB. Solución inyectable: Cada frasco ámpula con polvo liofilizado contiene: Mepolizumab 100 mg. Envase con frasco ámpula con 144 mg de polvo liofilizado para reconstituir con 1.2 mL de agua estéril, para permitir un volumen extraíble de 100 mg",Envase,Mepolizumab
010.000.6315.00,�CIDO RISEDR�NICO/ COLECALCIFEROL. TABLETA Cada tableta contiene: Risedronato de sodio 35.00 mg Vitamina D3 (colecalciferol) 28.00 mg Equivalente a 2800 UI. Envase con 10 tabletas.,Envase,Acido risedronico/ colecalciferol
010.000.6320.00,DORAVIRINA. TABLETA. Cada tableta contiene: Doravirina 100 mg. Caja con frasco con 30 Tabletas.,Caja,Doravirina
010.000.6321.00,DORAVIRINA/ LAMIVUDINA / TENOFOVIR DISOPROXIL FUMARATO. TABLETA. Cada tableta contiene: Doravirina 100 mg. Lamivudina 300 mg. Tenofovir disoproxil fumarato 300 mg. Caja con frasco con 30 tabletas.,Caja,Doravirina/ lamivudina / tenofovir disoproxil fumarato
010.000.6322.00,CLADRIBINA. Comprimido Oral. Cada comprimido contiene: Cladribina 10 mg. Caja de cartón con 1 comprimido,Caja,Cladribina
010.000.6325.00,BENDAMUSTINA. SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Clorhidrato de bendamustina 100 mg/4 mL. Envase con 1 frasco ámpu,Envase,Bendamustina
010.000.6327.00,ACALABRUTINIB. CÁPSULA. Cada cápsula contiene: Acalabrutinib 100 mg. Caja con 56 cápsul,Caja,Acalabrutinib
010.000.6330.00,BROMURO DE IPRATROPIO/FENOTEROL. AEROSOL. Cada mL contiene: Bromuro de ipratropio equivalente a:  0.394 mg. Fenoterol equivalente a:  0.938 mg. Envase con un frasco presurizado con dispositivo para inhalación 10 mL = 200 dosis,Envase,Bromuro de ipratropio/fenoterol
010.000.6331.00,"MIGLUSTAT. CÁPSULA Cada cápsula contiene: Miglustat 100 mg. Envase con 84 cápsul",Envase,Miglustat
010.000.6333.00,LISINOPRIL. CÁPSULA O TABLETA Cada cápsula o tableta contiene: Lisinopril 10 mg. Envase con 30 cápsulas o tablet,Envase,Lisinopril
010.000.6335.00,"PEGASPARGASA. SOLUCIÓN Cada vial contiene: Pegaspargasa 3,750 UI Excipiente cbp 5 mL Caja de cartón con un frasco ámpula de 3,750 UI en 5 mL (750 UI/ ",Caja,Pegaspargasa
010.000.6345.00,VEDOLIZUMAB. SOLUCIÓN Cada frasco ámpula con polvo liofilizado contiene: Vedolizumab 300 mg  Caja de cartón con un frasco ámpula con 300 mg de polvo liofilizado e instructivo an,Caja,Vedolizumab
010.000.6348.00,MIRABEGRON. TABLETA Cada tableta contiene: Mirabegron 50. 0 mg Envase con 30 tabletas de 50 mg cada una,Envase,Mirabegron
010.000.6349.00,CERLIPONASA ALFA. SOLUCIÓN INYECTABLE Cada frasco ámpula contiene: Cerliponasa Alfa 150 mg en 5 mL de solución Envase con 2 frascos ámpula con 5 mL solución 150 mg/5mL (30 mg/mL) y un frasco ámpula con solución de lavado para in,Envase,Cerliponasa alfa
010.000.6350.00,APALUTAMIDA. TABLETA Cada tableta contiene: Apalutamida 60 mg. Envase con 120 tabletas,Envase,Apalutamida
010.000.7004.00,GUSELKUMAB. SOLUCIÓN INYECTABLE. Jeringa prellenada contiene: Guselkumab 100 mg. Vehículo cbp 1 m,Caja,Guselkumab
010.000.7008.00,"LANADELUMAB. SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Lanadelumab 300mg. Caja con un frasco ámpula con 2mL de solución (150mg/mL), 1 jeringa de 3mL, 1 aguja de 18G y 1 aguja para inyección e instructivo a",Caja,Lanadelumab
010.000.7020.00,BRIVARACETAM. SOLUCIÓN INYECTABLE. Cada frasco ámpula contiene: Brivaracetam 50 mg. Envase con 10 frascos ámpula con 5 ml (50 mg/5 m,Frasco,Brivaracetam
010.000.8000.00,"Fórmula no láctea para lactantes con necesidades especiales de nutrición a base de proteína de soya. Contenido: kilocalorías (kcal) mínimo 100 kcal / 100 kcal, máximo 100 kcal / 100 kcal. Hidratos de carbono (g): mínimo 9 g/ 100 kcal, máximo 10,12 g/100 kcal. Lípidos (g): mínimo 4,4 g/100 kcal, máximo 5,45 g/100 kcal. Ácido linoléico (g): mínimo 0,3 g/ 100 kcal, máximo 0,778 g/ 100 kcal. Ácido alfa-linoleico (%): 0. Ácido alfa-linoleico (g): mínimo 0,005 g/100 kcal, máximo 0,0793 g /100kcal. Relación linoleica: Alfa-linoléico 5:1 / 100kcal, 15:1/ 100 kcal. Proteínas leche de vaca (g): mínimo 1,8 g/100 kcal, máximo 2,63 g/100 kcal. Vitaminas: Vitamina A (µg Equivalentes de retinol): mínimo 60 µg /100 kcal, máximo 95,3 µg/100 kcal. Vitamina D (µg). mínimo 1 µg/100 kcal, máximo 95,3 µg/ 100 kcal. Vitamina C (Ácido ascórbico mg) : mínimo 10 mg/100 kcal, máximo 17,5mg/ 100 kcal. Tiamina (B1 µg): mínimo 60 µg/100 kcal, máximo 77,8 µg/100kcal. Riboflavina (B2 µg): mínimoina (B3 µg): mínimo 300 µg/ 100 kcal, máximo 1031,1/ 100 kcal. Piridoxina (B6 µg): mínimo 35 µg/ 100 kcal, máximo 97,3 µg/ 100 kcal. Ácido fólico (B9 µg): mínimo 10 µg/100 kcal, máximo 13,6 µg/100 kcal. Ácido pantoténico (B5 µg): mínimo 400 µg/100 kcal, máximo 660 µg/100 kcal. Cianocobalamina (B12 µg): 0,1 µg/100 kcal, máximo 0,29 µg/ 100 kcal. Vitamina (K1 µg): mínimo 4 µg/100, máximo 9,7 µg/100 kcal. Biotina (H, µg): mínimo 1,5 µg/ 100 kcal, máximo 3,5 µg/ 100 kcal. Vitamina E (mg Equivalentes de tocoferol): S/E, máximo 1,2 mg/100 kcal. Nutrimentos inorgánicos: Sodio (Na, mg): mínimo 20 mg/100 kcal, máximo 33,07 mg/100 kcal. Potasio (K, mg):  mínimo 60 mg/100 kcal, máximo 122,6 mg/ 100 kcal. Cloro (Cl, mg): mínimo 50 mg/ 100 kcal, máximo 70 mg/ 100 kcal. Calcio (Ca, mg): mínimo 50 mg/100 kcal, máximo 105,1 mg/100 kcal. Fósforo (P, mg): mínimo 25 mc/ 100 kcal, máximo 78,6 mg/ 100 kcal. Relación Ca:P, mínimo 1:1/ 100 kcal, máximo 2:1/100 kcal. Magnesio (Mg,ierro (Fe, mg): mínimo 0,45 mg/100 kcal, máximo 0.97 mg/ 100 kcal. Yodo (I, µg): mínimo 10 µg/100 kcal, máximo 21,4 µg/100 kcal. Cobre (Cu, µg): mínimo 35 µg/100 kcal, máximo 97,3 µg/100 kcal. Cinc (Zn, mg): mínimo 05 µg/100 kcal, máximo 1,2 µg/100 kcal. Manganeso (Mn, mg): mínimo 1 mg/100 kcal, máximo 33,1 mg/100 kcal. Selenio (Se, µg): mínimo 1 µg/100 kcal, máximo 1,6 µg/100 kcal. Cromo (Cr, µg): mínimo 1,5 µg/ 100 kcal, S/E. Molibdeno (Mo, µg): mínimo 1,5 µg/ 100 kcal, S/E. Colina (mg): mínimo 7 mg/100 kcal, máximo 29,2 mg/100 kcal. Inositol (Mioinositol, mg): mínimo 4 mg/10 kcal, máximo 7,8 mg/100 kcal. L-carnitina (mg): mínimo 1,2 mg/ 100 kcal, máximo 1,4 mg/100 kcal. Taurina (mg): mínimo S/E, máximo 9,1 mg/100 kcal. Ácido araquidónico o (ARA, %): 0. Ácido araquidónico o (ARA, g): mínimo S/E, máximo 19,46 mg/100 kcal. Ácido docosa-hexaenoico o (DHA, %): 0. Ácido docosa-hexaenoico o (DHA, g): mínimo S/E, máximo 19,46 mg/100 kcal. Relación  ARA: DHA: mínimo g): mínimo S/E, máximo S/E. Dilución: (no aplica). Envase de 40",Envase,Formula no lactea para lactantes con necesidades especiales de nutricion a base de proteina de soya
010.000.8001.00,"Fórmula para lactantes con necesidades especiales de nutrición sin lactosa con hierro. Contenido: Kilocalorías (kcal): mínimo 100/100 kcal, máximo 100 /100 kcal. Hidratos de carbono (g): mínimo 9 g /100 kcal, mínimo 11,6 g/ 100 kcal. Lípidos (g): mínimo 4,4 g/100 kcal, máximo 5 g/100 kcal. Ácido linoleico %: 0. Ácido linoleico (g): mínimo 0,3 g/100 kcal, máximo 0,826 g/ 100 kcal. Ácido alfa-linoleico (%): 0. Ácido alfa-linoleico (g): mínimo 0,05 g/100 kcal, máximo 0,1003 g /100kcal. Relación linoleica: Alfa-linoléico 5:1 / 100kcal, 15:1/ 100 kcal. Proteínas leche de vaca (g): mínimo 1,8 g/100 kcal, máximo 2,2 g/100 kcal. Vitaminas: Vitamina A (µg Equivalentes de retinol): mínimo 60 µg /100 kcal, máximo 105 µg/100 kcal. Vitamina D (µg). mínimo 1 µg/100 kcal, máximo 1,3 µg/ 100 kcal. Vitamina C (Ácido ascórbico mg): mínimo 10 mg/100 kcal, máximo 17 mg/ 100 kcal. Tiamina (B1 µg): mínimo 60 µg/100 kcal, máximo 98 µg/100kcal. Riboflavina (B2 µg): mínimo 80 µg/100kcal, mimo 300 µg/ 100 kcal, máximo 983,8/ 100 kcal. Piridoxina (B6 µg): mínimo 35 µg/ 100 kcal, máximo 68 µg/ 100 kcal. Ácido fólico (B9 µg): mínimo 10 µg/100 kcal, máximo 15 µg/100 kcal. Ácido pantoténico (B5 µg): mínimo 400 µg/100 kcal, máximo 1023,2 µg/100 kcal. Cianocobalamina (B12 µg): 0,1 µg/100 kcal, máximo 0,27 µg/ 100 kcal. Vitamina K1 (µg): mínimo 4 µg/100, máximo 7,5 µg/100 kcal. Biotina (H, µg): mínimo 1,5 µg/ 100 kcal, máximo 2,2 µg/ 100 kcal. Vitamina E (mg Equivalentes de tocoferol): S/E, máximo 1,2 mg/100 kcal. Nutrimentos inorgánicos: Sodio (Na, mg): mínimo 20 mg/100 kcal, máximo 33 mg/100 kcal. Potasio (K, mg):  mínimo 60 mg/100 kcal, máximo 118 mg/ 100 kcal. Cloro (Cl, mg): mínimo 50 mg/ 100 kcal, máximo 73 mg/ 100 kcal. Calcio (Ca, mg): mínimo 50 mg/100 kcal, máximo 82 mg/100 kcal. Fósforo (P, mg): mínimo 25 mg/ 100 kcal, máximo 48 mg/100 kcal. Relación Ca:P, mínimo 1:1/ 100 kcal, máximo 2:1/100 kcal. Magnesio (Mg, mg): mínimo 5mg/100 kcal, má/100 kcal, máximo 1,1 mg/ 100 kcal. Yodo (I, µg): mínimo 10 µg/100 kcal, máximo 13 µg/100 kcal. Cobre (Cu, µg): mínimo 35 µg/100 kcal, máximo 76,7 µg/100 kcal. Cinc (Zn, mg): mínimo 05 µg/100 kcal, máximo 0,8 µg/100 kcal. Manganeso (Mn, mg): mínimo 1 mg/100 kcal, máximo 24 mg/100 kcal. Selenio (Se, µg): mínimo 1 µg/100 kcal, máximo 2,1 µg/100 kcal.  Requerimientos especiales: Cromo (Cr, µg): mínimo 1,5 µg/ 100 kcal, S/E. Molibdeno (Mo, µg): mínimo 1,5 µg/ 100 kcal, S/E. Colina (mg): mínimo 7 mg/100 kcal, máximo 9 mg/100 kcal. Inositol (Mioinositol, mg): mínimo 4 mg/100 kcal, máximo 13,7 mg/100 kcal. L-carnitina (mg): mínimo 1,2 mg/ 100 kcal, máximo 1,5 mg/100 kcal. Taurina (mg): mínimo S/E, máximo 6,4 mg/100 kcal. Ácido araquidónico o (ARA, %): 0. Ácido araquidónico o (ARA, g): mínimo S/E, máximo 8,8 mg/100 kcal. Relación ARA: DHA: mínimo 1:1/ 100 kcal, máximo 1:1/100 kcal. Nucleótidos (mg): mínimo S/E, máximo 2,9 mg/",Envase,Formula para lactantes con necesidades especiales de nutricion sin lactosa con hierro
040.000.0107.00,Dextropropoxifeno cápsula o comprimido. Cada cápsula o comprimido contiene: clorhidrato de dextropropoxifeno 65 mg envase con 20 cápsulas o comprimi,Pieza,Dextropropoxifeno
040.000.0132.00,Nalbufina solución inyectable cada ampolleta contiene: clorhidrato de nalbufina 10 mg envase con 3 ampolletas de 1 ml,Pieza,Nalbufina
040.000.0221.00,Tiopental sódico. Solución Inyectable Cada frasco ámpula con polvo contiene: Tiopental sódico 0.5 g Envase con frasco ámpula y diluyente con 2,Pieza,Tiopental sodico
040.000.0226.00,Ketamina. Solución Inyectable Cada frasco ámpula contiene: Clorhidrato de ketamina equivalente a 500 mg de ketamina Envase con un frasco ámpula de 10 ,Pieza,Ketamina
040.000.0243.00,Etomidato. Solución Inyectable Cada ampolleta contiene: Etomidato 20 mg Envase con 5 ampolletas con 10 ml,Pieza,Etomidato
040.000.0248.00,Remifentanilo. Solución Inyectable Cada frasco ámpula contiene: Clorhidrato de remifentanilo equivalente a 2 mg de remifentanilo Envase con 5 frascos ámp,Pieza,Remifentanilo
040.000.0302.00,Naloxona. Solución Inyectable Cada ampolleta contiene: Clorhidrato de naloxona 0.4 mg Envase con 10 ampolletas de 1 mL,Pieza,Naloxona
040.000.1544.00,Ergometrina. Solución Inyectable Cada ampolleta contiene: Maleato de ergometrina 0.2 mg Envase con 50 ampolletas de 1 ml,Pieza,Ergometrina
040.000.1710.00,Metenolona. Solución Inyectable Cada ampolleta contiene: Enantato de metenolona 50 mg Envase con ampolleta con 1 ml,Pieza,Metenolona
040.000.2096.00,Tramadol-paracetamol.  Tableta Cada Tableta contiene: Clorhidrato de Tramadol 37.5 mg Paracetamol 325.0 mg Envase con 20 Tabletas.,Pieza,Tramadol-paracetamol
040.000.2097.00,Buprenorfina parche cada parche contiene: buprenorfina 30 mg envase con 4 Parches..,Pieza,Buprenorfina
040.000.2099.00,Morfina solución inyectable cada ampolleta contiene: sulfato de morfina pentahidratada 2.5 mg envase con 5 ampolletas con 2.5 ml,Pieza,Morfina
040.000.2106.00,Tramadol.  Solución Inyectable Cada ampolleta contiene: Clorhidrato de Tramadol 100 mg Envase con 5 ampolletas de 2 ml,Pieza,Tramadol
040.000.2107.00,Efedrina. Solución Inyectable Cada ampolleta contiene: Sulfato de efedrina 50 mg Envase con 100 ampolletas con 2 ml. (25 mg/ml,Pieza,Efedrina
040.000.2113.00,Hidromorfona tableta cada tableta contiene: clorhidrato de hidromorfona 2 mg envase con 100 tabletas,Pieza,Hidromorfona
040.000.2160.00,Codeína con efedrina. Tableta. Cada tableta contiene: Clorhidrato de codeína 20 mg Clorhidrato de efedrina 10 mg Envase con 20 Tableta,Pieza,Codeina con efedrina
040.000.2165.00,Clobazam. Tableta Cada Tableta contiene: Clobazam 10 mg Envase con 30 Tabletas.,Pieza,Clobazam
040.000.2651.00,Trihexifenidilo. Tableta Cada Tableta contiene: Clorhidrato de trihexifenidilo 5 mg Envase con 50 Tabletas.,Pieza,Trihexifenidilo
040.000.2673.00,Ergotamina y cafeína. Comprimido Gragea o Tableta Cada Comprimido Gragea o Tableta contiene: Tartrato de ergotamina 1 mg Cafeína 100 mg Envase con 20 Comprimidos Grageas o Tableta,Pieza,Ergotamina y cafeina
040.000.2877.00,Ciclopentolato. Solución Oftálmica Cada ml contiene: Clorhidrato de Ciclopentolato 10 mg Envase con gotero integral con 3 m,Pieza,Ciclopentolato
040.000.3206.00,Triazolam. Tableta Cada Tableta contiene: Triazolam 0.125 mg Envase con 20 Tabletas.,Pieza,Triazolam
040.000.3213.00,Clorodiazepóxido. Solución Inyectable. Cada ampolleta contiene: Clorhidrato de clorodiazepóxido 100 mg Envase con una ampolle,Pieza,Clorodiazepoxido
040.000.3247.00,Perfenazina. Solución Inyectable Cada ampolleta contiene: Perfenazina 5 mg Envase con 3 ampolletas con 1 ml,Pieza,Perfenazina
040.000.3255.00,Litio. Tableta. Cada tableta contiene: Carbonato de Litio 300 mg. Envase con 50 Tabletas.,Pieza,Litio
040.000.3302.00,Imipramina. Gragea o tableta. Cada gragea o tableta contiene: Clorhidrato de Imipramina 25 mg. Envase con 20 grageas o tabletas.,Pieza,Imipramina
040.000.3305.00,Amitriptilina. Tableta. Cada tableta contiene: Clorhidrato de Amitriptilina 25 mg. Envase con 20 tabletas.,Pieza,Amitriptilina
040.000.4027.00,Fentanilo parche cada parche contiene: fentanilo 4.2 mg envase con 5 Parches..,Pieza,Fentanilo
040.000.4032.00,Oxicodona tableta de liberación prolongada cada tableta contiene: clorhidrato de oxicodona 20 mg envase con 30 tabletas de liberación prolongad,Pieza,Oxicodona
040.000.4054.00,Flumazenil. Solución Inyectable Cada ampolleta contiene: Flumazenil 0.5 mg. Envase con una ampolleta con 5 ml (0.1 mg/ml),Pieza,Flumazenil
040.000.4129.00,Isotretinoina. Cápsula Cada Cápsula contiene: Isotretinoína 20 mg Envase con 30 Cápsu,Pieza,Isotretinoina
040.000.4482.00,Bromazepam. Comprimido Cada Comprimido contiene: Bromazepam 3 mg Envase con 30 Comprimidos.,Pieza,Bromazepam
040.000.4484.00,Sertralina. Cápsula o Tableta Cada Cápsula o Tableta contiene: Clorhidrato de sertralina equivalente a 50 mg de sertralina. Envase con 14 Cápsulas o Tablet,Pieza,Sertralina
040.000.5478.00,Lorazepam. Tableta Cada Tableta contiene: Lorazepam 1 mg Envase con 40 Tabletas,Pieza,Lorazepam
040.000.5910.00,Metadona solución cada mililitro contiene: clorhidrato de metadona 10 mg. Envase con 30 ml y gotero de 1 ml,Pieza,Metadona
040.000.6215.00,CLORHIDRATO DE APOMORFINA SOLUCIÓN INYECTABLE Cada ampolleta contiene Clorhidrato de apomorfina (Hemihidratada) 50.00 mg Envase con 10 ampolletas de 50 mg/ 5 mL cada una,Envase,Clorhidrato de apomorfina
